0.6m,0.6m,0.3m,0.3m,0.9m,0.9m,1.4m,1.4m,1.8m,1.8m,2.1m,2.1m
88.49113713,0.012014203,99.58504718,0.007105994,93.12788726,0.019743722,85.10245188,0.012218439,,,,
88.65452017,0.009678071,100.3039902,0.006016199,93.70682645,0.019112127,85.26886053,0.013962844,,,,
89.03574726,0.014571358,100.5633283,0.004555368,94.20129182,0.019973583,85.48973019,0.011108427,,,,
89.08113144,0.013522197,100.8810176,0.003744016,94.3910802,0.009227631,85.64101078,0.012914523,,,,
89.08113144,0.012598935,102.7304228,0.004808915,94.43142169,0.018353,86.06832027,0.010075261,,,,
89.17838325,0.011537784,103.4225315,0.004163681,94.48184856,0.017131311,86.10846781,0.012289083,,,,
89.19252896,0.008636922,104.4512395,0.004982026,94.595309,0.010290781,86.29000452,0.008911134,,,,
89.65599769,0.010675473,105.2378986,0.005168252,94.595309,0.008150493,86.40346497,0.011095392,,,,
89.94343081,0.009636104,106.4814251,0.005414281,94.60287303,0.01124202,86.97400891,0.01005092,,,,
90.10846418,0.008352694,107.7340284,0.005364387,94.64905342,0.007050874,86.99758511,0.008095046,,,,
90.60906541,0.007698188,108.2786385,0.004856127,94.78440974,0.016347937,87.4125955,0.007192999,,,,
91.55132738,0.006717638,109.2770904,0.005758405,94.96044534,0.015094031,87.70258705,0.009161621,,,,
91.61508135,0.005821355,110.457079,0.011969439,95.03294214,0.005521595,87.99493679,0.00614685,,,,
92.30340804,0.005697787,110.5175913,0.009619318,95.10714167,0.013652759,88.17344789,0.009199654,,,,
94.07339096,0.005831847,110.5478474,0.010846836,95.2079954,0.004509904,88.28865388,0.007460952,,,,
94.30031185,0.003848932,110.5478474,0.012612924,95.25337958,0.012626913,88.97674783,0.006381607,,,,
95.29876375,0.003534184,110.6386157,0.008766,95.4122242,0.011350434,89.90217247,0.005618517,,,,
95.66183717,0.005055468,111.1075856,0.006821555,95.54837673,0.010038982,89.91749699,0.004978229,,,,
96.9462094,0.003435213,111.431326,0.006018597,95.616453,0.009084246,90.01604549,0.006597454,,,,
97.84595071,0.003908472,112.2179851,0.006110924,95.72840063,0.007186819,90.78051675,0.010565894,,,,
98.88062268,0.004284917,112.6355196,0.007021214,95.72991344,0.008212422,90.87904308,0.006649385,,,,
100.0900362,0.005210843,113.3616664,0.005268797,95.96137274,0.005049173,90.97213883,0.011668679,,,,
100.3570366,0.005915371,114.3601183,0.004625312,95.98301751,0.005928854,90.98993655,0.007949122,,,,
100.8658895,0.004760537,115.70349,0.005967119,96.47875237,0.005758405,91.09672285,0.00542432,,,,
101.5496778,0.006023633,116.7200955,0.005968238,96.8547927,0.004522096,91.21418778,0.01376255,,,,
102.1744666,0.005034484,,,97.98837343,0.004549677,91.32764822,0.006060331,,,,
102.529976,0.006345936,,,98.92949795,0.004590626,91.61961976,0.0096002,,,,
102.7780762,0.005296775,,,99.92794986,0.005083793,91.66802955,0.005366719,,,,
103.5586841,0.006597734,,,99.96577,0.004012352,91.66802955,0.006369916,,,,
104.299959,0.005807366,,,100.3288434,0.003230705,91.67336887,0.012553795,,,,
105.0166508,0.006158429,,,100.8759749,0.004964833,91.80418209,0.007156537,,,,
106.1909664,0.005254808,,,101.1684507,0.002656802,91.98920989,0.008182774,,,,
106.8263448,0.006644946,,,101.2471166,0.003782348,92.01015643,0.011115583,,,,
107.2574945,0.005700102,,,101.6828047,0.004681267,92.12187133,0.01380446,,,,
108.0063334,0.005186136,,,102.0415558,0.002891698,92.39417639,0.012630676,,,,
108.4450472,0.004520395,,,103.1956106,0.003767331,92.65351455,0.011554604,,,,
109.5493955,0.005708809,,,103.7402208,0.002668149,92.72932109,0.009127404,,,,
110.5138093,0.005624637,,,104.5268798,0.003209943,92.90096638,0.010646913,,,,
110.6920089,0.002851489,,,105.5815217,0.003135503,93.12032323,0.011885506,,,,
111.3496345,0.004913481,,,106.3890064,0.003036945,93.51830756,0.009238392,,,,
111.7068895,0.003162481,,,107.4617233,0.002518596,93.61306573,0.008162483,,,,
112.1816778,0.005432,,,107.64326,0.003478229,93.75570172,0.010678471,,,,
112.4787378,0.003722761,,,108.7445827,0.003305034,93.88946561,0.006588899,,,,
112.499367,0.003072553,,,109.3905509,0.004048273,94.14903126,0.007415303,,,,
112.8715173,0.006337542,,,109.942725,0.002932665,94.43646438,0.009325553,,,,
113.6884325,0.005498214,,,110.7293841,0.004082546,94.82763277,0.006526688,,,,
114.0618794,0.006221235,,,110.8361704,0.003376604,94.89678961,0.007976346,,,,
114.487194,0.005523393,,,111.8065019,0.003443617,94.93569033,0.007437063,,,,
115.0045736,0.006345936,,,112.484239,0.003962009,95.11722704,0.003606263,,,,
115.861922,0.005844246,,,112.8533636,0.003122913,95.28363569,0.005111423,,,,
116.2497504,0.00619333,,,113.7247398,0.004635803,95.80101532,0.003044043,,,,
117.2586544,0.006231227,,,113.9970449,0.003282385,96.22460097,0.004244816,,,,
117.7639316,0.005884305,,,114.6778075,0.004611323,96.83426176,0.002241773,,,,
118.0453135,0.004259604,,,115.2859555,0.003374712,97.00319175,0.003583578,,,,
,,,,115.8253789,0.005308765,97.74950934,0.002361413,,,,
,,,,116.8471712,0.005372314,98.72980757,0.002685996,,,,
,,,,117.0377848,0.003261402,98.73787587,0.001975209,,,,
,,,,117.8456231,0.005257206,99.73279789,0.002136985,,,,
,,,,117.9908525,0.004407086,100.7650358,0.002225342,,,,
,,,,,,101.4369738,0.002286132,,,,
