depth_m;density_kgm3
"44.6;881.926022375344"
"44.7;889.008392259861"
"44.8;896.088355686172"
"44.9;896.088355686172"
"45;890.437087390874"
"45.1;881.970577404755"
"45.2;885.15776091814"
"45.3;889.918479880942"
"45.4;896.38126172736"
"45.5;906.075434496989"
"45.6;896.482948575922"
"45.7;882.116971550522"
"45.8;890.249436768881"
"45.9;902.406633756471"
"46;902.406633756471"
"46.1;902.311690465986"
"46.2;901.931917304049"
"46.3;901.192628847242"
"46.4;898.235475020016"
"46.5;896.148996798808"
"46.6;887.803083913974"
"46.7;891.231591758358"
"46.8;904.94562313589"
"46.9;900.789527773902"
"47;884.165146325955"
"47.1;884.165146325955"
"47.2;884.832890738555"
"47.3;890.84259045195"
"47.4;890.080592249783"
"47.5;883.276201750178"
"47.6;883.376510760368"
"47.7;883.48095642156"
"47.8;883.589592273524"
"47.9;883.702471856028"
"48;883.127193901621"
"48.1;876.949066005067"
"48.2;876.949066005067"
"48.3;877.325083409822"
"48.4;878.829153028843"
"48.5;882.574192204295"
"48.6;897.554348906108"
"48.7;895.008547248428"
"48.8;884.918190034936"
"48.9;885.07645161019"
"49;885.239545853452"
"49.1;876.521060649494"
"49.2;841.043571894468"
"49.3;841.043571894468"
"49.4;881.459862411748"
"49.5;886.129380981833"
"49.6;886.322595568312"
"49.7;875.466700789654"
"49.8;874.248460452966"
"49.9;890.840745329486"
"50;892.684332537989"
"50.1;850.201376519451"
"50.2;845.481048072948"
"50.3;852.297916545653"
"50.4;853.055346375953"
"50.5;884.788576534272"
"50.6;888.549985046935"
"50.7;888.803426231115"
"50.8;889.06266379916"
"50.9;889.32775129084"
"51;889.598742245922"
"51.1;889.875690204178"
"51.2;890.158648705378"
"51.3;890.44767128929"
"51.4;890.742811495685"
"51.5;891.044122864333"
"51.6;891.351658935003"
"51.7;891.665473247464"
"51.8;891.985619341488"
"51.9;892.312150756843"
"52;892.6451210333"
"52.1;892.984583710628"
"52.2;893.330592328596"
"52.3;893.683200426975"
"52.4;894.042461545534"
"52.5;894.408429224044"
"52.6;894.781157002273"
"52.7;895.160698419992"
"52.8;895.54710701697"
"52.9;895.940436332978"
"53;896.340739907784"
"53.1;896.748071281159"
"53.2;897.162483992872"
"53.3;897.584031582694"
"53.4;898.012767590393"
"53.5;898.44874555574"
"53.6;898.892019018504"
"53.7;899.342641518456"
"53.8;899.799776727658"
"53.9;900"
"54;900"
"54.1;900"
"54.2;900"
"54.3;900"
"54.4;900"
"54.5;900"
"54.6;900"
"54.7;900"
"54.8;900"
"54.9;900"
"55;900"
"55.1;900"
"55.2;900"
"55.3;900"
"55.4;900"
"55.5;900"
"55.6;900"
"55.7;900"
"55.8;900"
"55.9;900"
"56;900"
"56.1;900"
"56.2;900"
"56.3;900"
"56.4;900"
"56.5;900"
"56.6;900"
"56.7;900"
"56.8;900"
"56.9;900"
"57;900"
"57.1;900"
"57.2;900"
"57.3;900"
"57.4;900"
"57.5;900"
"57.6;900"
"57.7;900"
"57.8;900"
"57.9;900"
"58;900"
"58.1;900"
"58.2;900"
"58.3;900"
"58.4;900"
"58.5;900"
"58.6;900"
"58.7;900"
"58.8;900"
"58.9;900"
"59;900"
"59.1;900"
"59.2;900"
"59.3;900"
"59.4;900"
"59.5;900"
"59.6;900"
"59.7;900"
"59.8;900"
"59.9;900"
"60;900"
